title,text,subject,date
"BUSTED: The Oh So Objective ABC News Chief Anchor, George Stephanopoulous Made Huge Donation To Clinton Foundation","Just like Hillary Stephanopoulos claims it was an  honest mistake  not to disclose his donations to the corrupt Clinton slush fund ABC News chief anchor George Stephanopoulos has given $50,000 to the Clinton Foundation in recent years, charitable contributions that he did not publicly disclose while reporting on the Clintons or their non-profit organization, the On Media blog has learned.In both 2013 and 2014, Stephanopoulos made a $25,000 donation to the 501 nonprofit founded by former president Bill Clinton, the Foundation s records show. Stephanopoulos never disclosed this information to viewers, even when interviewing author Peter Schweizer last month about his book  Clinton Cash,  which alleges that donations to the Foundation may have influenced some of Hillary Clinton s actions as Secretary of State.In a statement to the On Media blog on Thursday, Stephanopoulos apologized and said that he should have disclosed the donations to ABC News and its viewers.Watch George discuss the problem with donations to the Clinton Foundation on the Daily Show with John Stewart, and how it might make people question if donations to the Foundation could be seen as  pernicious : I made charitable donations to the Foundation in support of the work they re doing on global AIDS prevention and deforestation, causes I care about deeply,  he said.  I thought that my contributions were a matter of public record. However, in hindsight, I should have taken the extra step of personally disclosing my donations to my employer and to the viewers on air during the recent news stories about the Foundation. I apologize. Stephanopoulos is the chief anchor and chief political correspondent for ABC News, as well as the co-anchor of ABC s  Good Morning America  and host of  This Week,  its Sunday morning public affairs program. Prior to joining ABC News, he served as communications director and senior advisor for policy and strategy to President Clinton. He also served as communications director on Bill Clinton s 1992 presidential campaign.In its own statement on Thursday, ABC News said it was standing behind its star anchor. As George has said, he made charitable donations to the Foundation to support a cause he cares about deeply and believed his contributions were a matter of public record,  the network s statement read.  He should have taken the extra step to notify us and our viewers during the recent news reports about the Foundation. He s admitted to an honest mistake and apologized for that omission. We stand behind him. ABC News later told the On Media blog that it would not take any punitive action against Stephanopoulos:  We accept his apology,  a spokesperson said.  It was an honest mistake. Sources with knowledge of Stephanopoulos  charitable giving said he gives to dozens of charities Stephanopoulosevery year and that the total sum of these annual contributions is in the millions of dollars. Those sources said that the Clinton Foundation contributions represent a very small percentage of the total.On the April 26 edition of  This Week,  Stephanopoulos interviewed Schweizer and challenged the author s assertions that Hillary Clinton may have committed a crime because there was a  troubling pattern  between donations to the Foundation and Clinton s actions as Secretary of State. We ve done investigative work here at ABC News, found no proof of any kind of direct action,  the host told Schweizer.  An independent government ethics expert, Bill Allison, of the Sunlight Foundation, wrote this. He said,  There s no smoking gun, no evidence that she changed the policy based on donations to the foundation.  No smoking gun. Later in the interview, Stephanopoulos said,  I still haven t heard any direct evidence and you just said you had no evidence that she intervened here.  He also noted that other news organizations that used Schweizer s research  haven t confirmed any evidence of any crime. Among the more notable revelations to come out of Schweizer s research is the relationship between the Clinton Foundation and Uranium One, a former Canadian mining company that was taken over by Russia in 2013 with U.S. government approval. Between 2009 to 2013, Uranium One s chairman donated $2.35 million to the Clinton Foundation.Hillary Clinton has said that there is  not an inherent conflict of interest  between the Foundation donations and her decisions at the State Department. Her campaign has consistently dismissed the accusations as partisan attacks.Via: Politico",politics,"May 14, 2015"
BREAKING: Megyn Kelly To CNN?,"Megyn Kelly s contract with FOX news is up in 2017 We re hearing she may jump ship at FOX and jump over to CNN. Drudge Report has an exclusive story on the possible move but rumors have been swirling about Kelly for months. Kelly came under fire from Trump fans over the last year for her bias against the President Elect. Her ratings declined when conservatives realized Kelly had a vindictive streak that came out against Trump. Drudge reported:CNN President Jeff Zucker is actively perusing FOX star Megyn Kelly to anchor 8 or 9 PM on his network, the DRUDGE REPORT has learned. And Kelly might just say, YES! He is moving the Himalayan mountains to get her,  a top insider explains.  But they are tripped up on money. He simply can t pay her the $20 million a year FOX has on the table. ",politics,"Dec 1, 2016"
WHY IS OBAMA DISARMING COPS IN AMERICA At Same Time Terror Threat Is Being Raised?,"In the face of mounting threats of terrorism and civil unrest in U.S. cities, President Barack Obama is arbitrarily prohibiting local police and sheriff departments from obtaining military surplus equipment from the Defense Department as part of what many law enforcement officers are calling his war on police.Beginning on Monday, Obama visited a number of high-crime areas   especially those with large black populations   to explain the need for his unilateral action, according to news sources on Monday.President Obama s spokespeople said Monday that the administration will no longer give local cops some types of protective gear and vehicles while putting stricter controls on other weapons and equipment distributed to law enforcement. The details were released prior to Obama s visit to Camden, News Jersey, Monday afternoon to give a speech on how he will address police officers allegedly using racist tactics based on racist departmental policies.Obama and his supporters view police wearing protective riot gear and using armored vehicles as being overly-aggressive in neighborhoods that are predominately black and Hispanic. The President even accused some departments of issuing bayonets, which is demonstrably untrue, according to one police officer who claims she voted for Obama in 2008.  This President actually shows his dislike for local cops. I believe he wants to federalize policing and do away with local and state law enforcement. While the constitution prohibits that, when was the last time Obama cared about what the constitution says,  said Iris Aquino, a former police detective.During Obama s speech in Camden, New Jersey, a city reputed to have the highest violent crime rate in the United States, not once did he mention the police officers who were gunned down by blacks or whites within the last few months, noted a New York City police official who has been active fighting against the anti-cop Mayor Bill de Blasio.  That s because Obama like many liberal-left ideologues believe that police officers are the primary oppressors of minorities. The fact that Obama and the  racial-division industry    which includes the likes of Al Sharpton and Jesse Jackson   keep blacks in a state of poverty in order to use their anger and resentment for their own political interests appears to escape the notice of the news media, another group that doesn t care about dead cops,  he said.Originally police officers were led to believe that Obama would continue the Pentagon s military surplus program, however a panel of his sycophants warned that there is a propensity for misuse of equipment such as armored vehicles, high-powered firearms and camouflage. But not one example of police misusing an armored vehicle has been reported.  I have not heard of one incident in which police misused an armored vehicle. These are defensive vehicles used by cops to protect themselves from gunfire, Molotov cocktails, explosives and weapons of mass destruction,  said former law enforcement commander Jack McGowan.  High-powered firearms? The police use nothing that even resembles a  powerful  firearm. And camo clothing is clothing. No one gets hurt from a shirt s design pattern,  McGowan said.Besides cutting off the flow of equipment that would have gone to local law enforcement, the Obama government considering a recall of certain equipment that was already give to local police and sheriffs departments.  I ll highlight steps all cities can take to maintain trust between the brave law enforcement officers who put their lives on the line, and the communities they re sworn to serve and protect,  Obama said in his weekly address out Saturday.Obama believes law enforcement is a necessary evil, claim his opponents.  He s never showed local cops any respect. He also doesn t trust any agency he doesn t directly control. This is an American leader who wants to federalize the law enforcement function and he has a lot supporters who trust big government over states rights,  political strategist Michael Baker.Former New York City Mayor Rudy Guiliani s Police Commissioner Howard Safir said he believes a  war on police,  exists in America, the anti-cop attitudes are being stoked up by Obama and his minions.  After 20 years of incredible crime reduction accomplished by thousands of dedicated police officers, the public has become complacent now that they are safer,  said Safir.  They have let the anti-police pundits and talking heads convince everyone from the president to the attorney general that police are racist and brutal. Via: Examiner",Government News,"May 20, 2015"
The Court Case Against the ‘Travel Ban’ Executive Order,"21st Century Wire says The legal battle is waging on over President Trump s Executive Order Protecting the Nation From Foreign Terrorist Entry Into the US when on Saturday the Department of Justice requested a lift of the stay placed on enforcement of the Executive Order. The federal appeal court denied the DoJ s request, noting the the plaintiffs should first be given an opportunity to respond. Contrary to what many media outlets are saying, this was not a case of the courts saying that the order is  unconstitutional  as the ACLU and a number of Attorney Generals are claiming, but is standard practice in appeals cases.The Duran provides some further legal analysis on this developing case below  Alexander Mercouris The DuranThe legal moves and counter-moves in the court case concerning Donald Trump s  travel ban  Executive Order may appear complicated, but in reality they follow standard practice.  Since there are some misunderstandings in reporting them I will provide a brief explanation.The federal judge in Seattle on Friday did not rule that the Executive Order is unconstitutional or illegal.  Rather he ordered a temporary two week stay on the enforcement of the Executive Order until this question of its legality is decided in further argument before him in two weeks time.In doing so the judge acted fully within his powers, though as I understand it he took a different view from a different federal judge in Massachusetts who apparently refused to grant a similar stay when he was asked to do so at roughly the same time that the judge in Seattle was making his decision.The Department of Justice is appealing the stay.  It is doing so on the grounds that the Executive Order is fully legal and constitutional and needs to be brought back into force immediately in order to protect the US from potential terrorists, who might take advantage of the stay to enter the US during the two week period when it is in effect.On Saturday the Department of Justice asked the federal appeal court in San Francisco (which will hear the appeal) to lift the stay.  The federal appeal court however refused to do so, saying that the plaintiffs who applied for the stay should be given an opportunity to respond.  It gave the plaintiffs until Sunday (ie. today) to file their objections to the Department of Justice s application to lift the stay, with the Department of Justice instructed to file its counter-objections on Monday (ie. tomorrow).Contrary to some media claims, this is completely standard practice during appeals.  It would be very unusual for an appeal court to set aside a judge s order   even a temporary order   without a full hearing, and the Department of Justice will undoubtedly have known this when it applied to the appeal court to have the stay lifted on Saturday.The reason the Department of Justice made the application on Saturday is because it wants to emphasise to the appeal court the urgency of the situation.  This is important, not just because of the danger of terrorists entering the US during the period of the stay, but because unless the appeal court is convinced of the urgency of the situation it will simply say that the Department of Justice should wait until the hearing ordered by the federal judge in Seattle in two weeks time.In other words by insisting that the stay be lifted immediately the Department of Justice is providing reasons to the appeal court to take the case out of the federal judge s hands, so that it can decide the case itself.  That was the true purpose of the application on Saturday, and it succeeded.I expect the appeal court in San Francisco to decide the appeal this week, possibly as soon as Tuesday or Wednesday.As I am not an expert in US constitutional law I do not know what the outcome of the appeal will be.  I should say that it would be completely wrong to try to guess the outcome from the decision the appeal court took on Saturday.The appeal will be purely on the question of the rightness or otherwise of the stay.  If the appeal decision goes against the President it will be for the Department of Justice to put his case to the federal judge at the full hearing in two weeks time.  If that decision also goes against the President, he can appeal again to the federal appeal court in San Francisco, and beyond that to the Supreme Court.By contrast if the Department of Justice wins the appeal this week then I would expect the plaintiffs to drop the case in Seattle and try to go directly to the Supreme Court.  Since the appeal court would have effectively affirmed the legality of the Executive Order, there would be little point in the plaintiffs continuing to contest the Executive Order before the federal judge in Seattle Continue this report at The DuranREAD MORE TRUMP NEWS AT: 21st Century Wire Trump FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",US_News,"February 6, 2017"
 Black Chicago Teen Calls Cops 3 times For Help Before They Execute Him (VIDEO),"People always wonder why black people are so reluctant to call the police for help, but here is yet another example in a long line that demonstrates just why we are so wary of law enforcement, even when we are the victims.19-year-old Chicago resident Quintonio LeGrier called 911 three times in an emergency, only to have dispatchers hang up on him. When police arrived, as happens in so many of these cases, he was fatally shot by the very people charged with serving and protecting him. From The Root:According to ABC News, audio of the 19-year-old s 911 calls made Dec. 26 were released late Monday by Chicago s Independent Police Review Authority, which is investigating both LeGrier s death and the death of his neighbor Bettie Jones. Jones, 55, was also shot and killed by police after she opened their apartment building door to let police in.Earlier that day, LeGrier called 911 asking that a police officer be sent to his address. The first call was made at 4:18 a.m., and the last call was made three minutes later. There s an emergency, can you send an officer?  LeGrier can be heard saying on one of the calls.During one call, LeGrier didn t respond to the 911 operator s questions and the dispatcher hung up on the teen, ABC reports.However, instead of providing assistance, the cops came, after Quintonio s father, Antonio LeGrier, told a 911 operator, My son has freaked out. I need an officer. When the supposed  help  arrived, the child was shot dead. Police, of course, are covering their asses. The statement they released regarding the incident reads: Upon arrival, officers were confronted by a combative subject resulting in the discharging of the officer s weapon, fatally wounding two individuals. Quintonio LeGrier was not the only person the cops murdered that night. A woman named Bettie Jones, a 55-year-old mother with five children, was also executed.This is why black people do not trust the police. I don t care what kind of trouble I am in, they are the last people I d call for help   because said  help  just might cost me my life.Watch a video news report on the incident below:Featured image via video screen capture",News,"January 27, 2016"
"THE ROBBING OF INNOCENCE: 12 Yr Old Students Given CDC Survey About Transgender, Gay And Oral Sex","The left believes these are all perfectly acceptable topics to discuss with our young children. Whatever you do, just don t mention God!A public hearing is taking place Wednesday morning in the Massachusetts State House to look into a controversial sex survey given to middle school and high school students.Developed by the Centers for Disease Control and called the  Youth Risk Behavior Survey,  the survey asks students as young as 12 a series of very personal and highly ideological questions.The survey asks students if they are homosexual and if they are transgender. It also asks if they have had oral or anal sex and if they have performed such acts with up to six people.Whether or not they have carried a gun, smoked cigarettes, consumed alcohol and how much also appear on the questionnaire, as well as whether they have taken drugs, such as OxyContin, Percocet, and Vicodin. It asks how often their guardian uses a seat belt, if the youngster has a sexually transmitted disease, and where they sleep.The group MassResistance says the survey is  psychologically distorting  and will lead the child to think he is  abnormal if he is not doing it all.  The group stated that  having children reveal personal issues about themselves and their family can have emotional consequences.  They also complain that  the survey results are used by radical groups from Planned Parenthood to LGBT groups to persuade politicians to give more taxpayer money [to] these groups. Though students fill out the survey anonymously, MassResistance warns that  they are administered by the teacher in the classroom and there is often pressure for all kids to participate. The test is given nationally and not without controversy. The Chicago Tribune reported two years ago that a Chicago teacher was reprimanded for telling students they had a  constitutional right  not to fill out the survey.Via: Breitbart News",left-news,"May 6, 2015"
 WATCH: Fox News Host DEFENDS Slavery In Bizarre Rant,"Fox News  most popular prime time host, Bill O Reilly, responded to First Lady Michelle Obama s speech at the 2016 Democratic Convention and ended up defending the practice of slavery.Responding to Mrs. Obama s comment during her address that she lived in a White House  built by slaves,  O Reilly referred to himself as a  history teacher  and argued that the slaves who worked on the White House were  well fed  and  had decent lodgings provided by the government. O Reilly also said in his commentary,  Michelle Obama is essentially correct in citing slaves as builders of the White House, but there were others working as well. In the day after Obama s speech, other conservatives amazingly criticized the First Lady, trying to play  gotcha  on her remarks   which were actually a positive statement about America, pointing out the progress from slavery to a black First Family.The fact-checking site Politifact even had to release a report in response to these conservative complaints, including some who said the building was not worked on by slaves. They rated the First Lady s speech as  True. Journalist Jesse J. Holland also discussed the role of slaves in building the White House in his 2016 book, The Invisibles: The Untold Story of African American Slaves in the White House. With the invention of steam shovels still several years away, these slaves dug for the clay on site with hand shovels, working day and night to get the raw material to the skilled brick makers and at the same time, opening up ground on the site for the space that would become the White House s foundation and cellar,  Holland wrote. The identity of these slaves and where they came from has been lost, he wrote.Obama s statement is  true,  Holland told PolitiFact.The Obamas have driven the conservative movement crazy. No matter what they are for, the right finds a way to support the opposite. Even the indefensible.Featured image via screen capture",News,"July 26, 2016"
BOILER ROOM – EP #55 – Roasting the Wretched Hive of Scum and Villainy,"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Randy J of 21Wire, Andy Nowicki from Alt Right Blogspot and Daniel Spaulding of Soul of the East and Jay Dyer from Jays Analysis. Tonight the Boiler Gang brings the internet show with a bubbling cauldron of media, politics, comedy and the bones of baby dolls. If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY!  REFERENCE LINKS:",US_News,"May 4, 2016"
 Dem Challenger To Paul Ryan Has Raised A Massive Amount Of Money In The Last 24 hours,"Randy Bryce, known as @IronStache on Twitter, launched a campaign to oust Paul Ryan from Wisconsin s 1st District. Bryce is a union ironworker who has been campaigning for all of one day, and he s already raised $100,000. That is a lot for a new face who s a Democrat living in Republican-land and running in a district that s gone to Paul Ryan every two years since 1999.Bryce isn t just a union ironworker in Republican-land, Wisconsin, though. He s an Army veteran who enlisted right after high school, and then worked his way up to being an ironworker through apprenticeship. His mother suffers from multiple sclerosis, his father is in an assisted living facility, and Randy himself is a cancer survivor. He s campaigning primarily on healthcare right now, and he says on his website: What Paul Ryan and the Republicans are doing to take health care away from millions of us, to make it cost more and cover less, and to allow the protections we ve gained to be stripped away   it s just unacceptable. Bryce has an uphill battle to fight. Ryan is very well-connected both in the 1st District and across America. However, Bryce will work to tie Ryan to Donald Trump as much as possible, working off Democrats  hopes that the Trump effect will help flip Congress next year.But it may not be that terrible a climg. Paul Ryan is already wildly unpopular around the country, with an approval rating below 30 percent. That could very well pull down his popularity in his own district. He s also starting to get a reputation for making every excuse in the book for Trump. Regarding obstruction of justice, Ryan lamely claimed that Trump is new and doesn t know what s appropriate and what s not when it comes to interacting with various agency heads, particularly those in the law enforcement and intelligence communities. Ryan gave him a pass as though he s a little child navigating his way through the world for the first time.He s also confident that Trump will approve of the massively unpopular GOP healthcare bill whatever form that ends up taking and once again blasted the ACA while claiming that their bill is ever so much better.Ryan is almost inextricably linked to Trump right now, and as Trump s base shrinks, so will Ryan s. What Bryce is doing and clearly, what many are hoping he can do is taking advantage of the possibility that a hole will open up in the 1st District because of Trump.Featured image via Win McNamee/Getty Images",News,"June 21, 2017"
" Chuck Todd Goes Off On Trump, Says What Every American Is Thinking Right Now (VIDEO)","It s only been a few days since Donald Trump as been back from his second international tour, but America is already sick of him. Over the past week or so, Trump and his corrupt inner circle have been in the news nonstop for their unethical behavior revolving around Russia.If America is sick of reading about it, reporters must be sick of talking about it   and this was evident when Chuck Todd went off on Trump on Friday during MTP Daily. Todd did not hold back as unleashed an attack for several minutes, brutally mocking the Trump administration for the never-ending avalanche of bad news surrounding Donald Trump Jr. s meeting with a Russian lawyer. Blasting the White House for trying to hide parts of the story, Todd said: Their responses this week have proven to be incomplete at best and untrue at worst. Todd was referring to a breaking report by NBC news, in which an additional unknown person   former Soviet counterintelligence officer Ranit Akhmetshin, was found to also have been in attendance during the now infamous meeting with the Russian lawyer. To make his point even more powerful, Todd ran several clips from the past few days that blatantly showed White House officials lying and denying that they were hiding any information. It was a brilliant segment, and Todd perfectly showed America why Trump and his minions cannot be trusted. In conclusion, Todd said: Folks, this week has been a giant PR, political, and possibly legal disaster for this administration. You can watch Todd slam Trump and his administration below:Must-watch @ChuckTodd timeline of the WH story about the Trump Jr./Russia mtg and what we learned each day this week https://t.co/D8lf5pDsD1  Bradd Jaffy (@BraddJaffy) July 14, 2017We could not have said it any better ourselves.Featured image is a screenshot",News,"July 14, 2017"
"YES, Obama CAN Appoint A Supreme Court Justice Before He Leaves…But Will He?","The President who has thumbed his nose at our US Constitution, and clearly has no respect for our rule of law, has the ability to appoint a Supreme Court Justice before he vacates the White House, but will he? In those few moments the Senate will go into what s known as an  intersession recess,  creating one golden moment when the president could test his recess-appointment powers by sending Judge Garland to the high court.A smattering of activists has asked him to give it a try, but Mr. Obama has given no indication that he s thinking about it. The White House didn t respond to a request for comment for this story.The move would be a legal gamble under the high court s last ruling in 2014 on recess appointments. That 9-0 decision overturned a handful of Mr. Obama s early 2012 picks, saying the Senate was actually in session when the president acted, so he couldn t use his powers.That ruling also said, however, that there s a difference between appointments made during the annual yearlong session of Congress, dubbed  intrasession,  which Mr. Obama used in 2012, and picks made at the end of the year, after Congress adjourns, which are known as  intersession. William G. Ross, a law professor at Samford University in Birmingham, Alabama, said Mr. Obama would have the power to elevate Judge Garland. But he said it would be  politically unwise and damaging to the prestige of the court. The consensus, though, is that Mr. Obama would be making a mistake to test it that theory. I think it s fair to use the word stretch. I don t know why he would try this. It would backfire,  said Louis Fisher, a scholar in residence at the Constitution Project who served for decades as Congress  top expert on separation-of-powers issues.He said Mr. Obama s 9-0 loss in the 2014 case should still be stinging someone who earned his law degree from Harvard University and taught constitutional law at the University of Chicago. Does he want to go down that road again?  Mr. Fisher said. Perhaps most problematic for Mr. Obama is that recess appointments have a shelf life. Even if he succeeds in putting Judge Garland on the bench, the appointment would expire at the close of 2017   and could end even earlier if the Senate confirms a full-fledged replacement named by Mr. Trump.Worse yet for Mr. Obama, Judge Garland would lose his seat on the U.S. Court of Appeals for the D.C. Circuit   oftentimes dubbed the second-most powerful court in the country. That means the president would be trading a lifetime of Judge Garland for less than a year of Justice Garland. Since Garland could serve only a year, he presumably would accomplish little and his service would be clouded by the strange and controversial circumstances of his appointment,  said Mr. Ross, the law professor.For entire story  Washington Times",left-news,"Jan 2, 2017"
CLASSLESS REP WILSON: Trump Will Claim “Somebody’s Trying to Kill Barron” and Resign,"Rep. Frederica Wilson spoke on Thursday at the annual Legislative Policy Conference organized by Al Sharpton s National Action Network (NAN) in DC. The NAN Twitter feed is full of delusional Democrats spewing far left policy: NAN Twitter. Wilson got the conference crowd all excited when she predicted that President Donald Trump will eventually resign from office to avoid impeachment by making up an excuse. She made the outrageous suggestion that President Trump would say that, somebody is trying to kill Barron The audio below is from the speech: We just have to, like the slogan says, stay woke; just stay woke, be careful, because I can see the wheels turning now we re marching toward impeachment, there s no question about it. If that happens, are we prepared? Because it s going to happen, A portion of her speech is on twitter. She claims she has no clue why General Kelly would respond to her:@repwilson discussed #HurricaneHarvey & being recently attacked after the controversy around Trumps comments to the widow of Sgt. Johnson. pic.twitter.com/8sqX1O2o8v  Reverend Al Sharpton (@TheRevAl) November 2, 2017 So we have to make sure, Rev. Sharpton, that we are prepared when this happens so we don t just wake up one day blindsided,  she added. I think it s just going to get so tight and it s going to close in and then everybody is going to be indicted around this president, and then he is going to realize he is probably next on the list. And I think he is going to come up with an excuse like  somebody is trying to kill Barron, and so I m going to resign. Via: PJ Media",politics,"Nov 4, 2017"
 Alabama GOP Gov. Embroiled In Sex Scandal Allegations (NSFW AUDIO),"Another day, another GOP  family values  politician facing a potential sex scandal. Alabama Governor Robert Bentley (R- Of Course) has been accused of having an affair with a woman he describes as his  closest aide.  He has, however conceded that he did have conversations of a sexual nature with his Senior Political adviser, a woman by the name of Rebekah Mason. When news of the scandal broke via a leaked tape Bentley, of course, went into damage control mode and is pretending to be remorseful: Since that time I have apologized to members of my family, to Mrs. Mason and her family and I apologized then for any conversations and behavior then that was inappropriate. Today I want to apologize to the people of the state of Alabama and once again I want to apologize to my family. I am truly sorry and I accept full responsibility. Bentley then went on to re enforce the point that there was no  physical affair  with Mason: I want everyone to know though that I have never had a physical affair with Mrs. Mason. I can assure the people of Alabama I have never done anything illegal. I have never asked any member of my staff or any cabinet member to lie despite what the former ALEA secretary said today. Physical affair or not, that tape was certainly scandalous enough on its own. Here is just one part of that tape: When I m standing behind you, pull you in real close, put my hands on your breasts, put my hands under you .if we gonna do what we did the other day, we re gonna have to start locking the door.  (paraphrased)Here is audio of that tape:Well, that certainly sounds like it went beyond phone sex for sure, but of course there is no way to prove it. Another piece of the scandal is even worse, because it involves the firing of Alabama Law Enforcement Secretary Spencer Collier. Apparently, there was some kind of investigation into the possibility of criminal activity while Collier was in office. Collier, however, tells a different story. He seems to believe he was fired due to his warnings to Bentley regarding the sex scandal and other internal wrongdoing. From Al.com:In denying he has done anything wrong as the state s top cop, Collier on Tuesday and again on Wednesday charged that his agency had come across evidence of an affair between Bentley and Mason, an affair Collier said he warned Bentley that could lead to criminal charges if Bentley were found to have misused state resources in carrying out the relationship.Collier also said Bentley placed him on leave a month ago and then fired him Tuesday because he refused an order by Bentley to lie about why Collier was not to provide a sworn statement to the attorney general s office involving personalities in the criminal case against House Speaker Mike Hubbard.Here is video of Collier speaking on the whole debacle:If this is true, Bentley SHOULD be charged, and Collier should be given his job back. These GOP hypocrites need to ALL be voted out of office come November. They are unfit to serve decent people everywhere.Time to resign, Gov. Bentley. You are a disgrace to the office you hold.Featured image via video screen capture",News,"March 25, 2016"
We need a ‘one pager’ tax form – Wilbur Ross on Tax Reform [Video],"Wilbur Ross spoke with WaPo about  true  tax reform He did a great job explaining his position on simplifying and cutting taxes. He said the W2 should be a  one pager . He believes it takes entirely too long for the average employee to do taxes We say Amen to that!If Congress doesn t get in the way, tax cuts and simplification are a possibility. Ross is such a great pick for President Trump. he s another one who doesn t need this job at all but is doing it for America. Pretty awesome!MORE ON WILBUR ROSS:WILBUR ROSS ON NEIL CAVUTO: Commerce Secretary Wilbur Ross is one smart man when it comes to making an economic argument against the Paris Accord. He appeared on Neil Cavuto right before President Trump spoke and brilliantly discussed why we need to get out of this boondoggle that will drain America of trillions of dollars. We re so lucky he s our Commerce Secretary! He s apolitical and strictly looking at what s best for America financially.WILBUR ROSS TAKES ON MATT LAUER: Wilbur Ross, Secretary of Commerce, tells that President Trump s decision to withdraw from the Paris climate accord does not mean that the U.S. will do nothing to combat climate change. He says that President Trump  is an environmentalist  and that the decision will do nothing to damage America s national security. Yes, you can be an environmentalist and care about the planet BUT not be for this boondoggle!",politics,"Sep 8, 2017"
TRUMP BRINGS LOVE FOR AMERICA BACK TO DC! President-Elect Trump Wows Crowd With Awesome Speech At Union Station [VIDEO], ,left-news,"Jan 19, 2017"
MATTEL Features Boy In Girly Barbie Commercial…Doing Their Part To Help Letists Blur The Gender Lines [VIDEO],"Newsflash for Mattel, and any other company who is pandering to the Left this Christmas season: God did not create Gender-Neutral beings God made man and woman to be different for a reason Don t mess with God A boy is featured in the latest Barbie commercial for the first time ever. The commercial is receiving widespread praise for upending gender barriers. The ad displays Mattel s new line of Barbie dolls created as part of a partnership with the Italian fashion house Moschino. The dolls sport outfits of black mesh and leather, with edgy golden accessories to match.However, it is not the dolls  racy clothing that steals the show, but rather, the mohawked boy playing with the dolls.  Moschino Barbie is so fierce,  he exclaims to the camera with an exaggerated head roll. This single line is garnering the Barbie boy a huge fan base worldwide.The public now accepts homosexuality and same-sex  marriage.  But the fight is not over. The offensive to reshape society in even more radical ways pushes forward.An effort is gaining ground to create a world where not just  sexual orientation,  but sex itself, is a choice. Where boys can be girls and girls can be boys, or something in between. Where people are expected to ignore the biological reality of sex so that all people coexist androgynously, or according to whatever gender suits them at the moment. Where everyone pretends that gender confusion is normal, if not desirable, and anyone who doesn t play along can be punished and silenced.This demonstrates unprecedented contempt for reality and common sense, let alone morality.Think of the implications with respect to public bathrooms, sex-segregated activities, locker rooms, college student housing and countless other areas of human interaction.Does the idea of a boy who thinks he s a girl showering next to your daughter in P.E. class make you uncomfortable? Then you d better brace yourself. This cause is winning critical legal battles and it is starting with our youth.Earlier this month, the California Senate passed a bill saying that throughout K-12 education, a student is  permitted to participate in sex-segregated school programs and activities, including athletic teams and competitions, and use facilities [e.g. bathrooms, locker rooms] consistent with his or her gender identity, irrespective of the gender listed on the pupil s records.   Gender identity  is the terminology these ultrasensitive, morally sophisticated lawmakers use to refer to the sex a person happens to identify with.Last month, a governing body in Colorado ruled that a 6-year-old boy who thinks he s a girl has the right to use the girl s bathroom at his elementary school. The Colorado Division of Civil Rights said that denying him that right  creates an environment rife with harassment  and is akin to racial segregation.See where this is going? The public majority already agrees that denying same-sex couples the right to  marry  is exactly like prohibiting interracial marriage. Now, denying someone access to a public bathroom on the basis of biology is just like excluding blacks from white-only facilities.These lawmakers and officials are determined to ensure that these children grow up in a world where sex confusion is welcomed, even encouraged.What about the girl who feels awkward about having a boy walk in while she s using the bathroom? Sorry. She is the one who needs to adjust her thinking not the boy.But there is something far more sinister going on here. Mattel is not just using the ad to connect with little boys who play with Barbie dolls; it is using the ad to smash gender roles.It s no secret that society is moving away from gender-based toys for children. Target is in the process of removing gender-based signs from their toy section, and Hasbro switched to a gender-neutral Easy-Bake Oven a few years ago.The Moschino Barbie commercial is just another step in society s pursuit to radically change social expectations. But is including a boy in a Barbie ad really  progress  and  common sense,  as one news source put it? Via: The Trumpet",left-news,"Nov 27, 2015"
