content,label
"AFRICAN-AMERICAN MUSEUM GRAND OPENING IRONY: WATCH Police VIOLATE RIGHTS Of Protester Exposing Hillary’s Racist Remarks This is just stunning! Free speech in our nations capitol under Obamas reign is now determined by your political bent Live video archived at Periscope shows U.S. Park Police officers detaining and searching a peaceful anti-Hillary Clinton demonstrator in the area of the opening ceremony for the National Museum of African-American History on the National Mall in Washington, D.C. Saturday afternoon.Here is the video the protester is referring to with his sign, where Hillary refers to young black men as  super predators  and suggests we  need to bring them to heel. Trump supporter Jack Posobiec went to the Mall dressed in an orange prison outfit wearing a blond wig and Hillary Clinton mask while holding a sign that read  Blacks are super predators   H  The sign referenced a controversial remark Clinton made while First Lady in the 1990s. Clinton was not at the museum opening that was attended by President Barack Obama and former President George W. Bush.DC Police Detained and Frisked me for Anti-Hillary Demonstration pic.twitter.com/CwDE6Ao9N4  Jack Posobiec   (@JackPosobiec) September 24, 2016After walking around on the sidewalk and closed street on the Mall near the new museum, Posobiec is surrounded by uniformed Park Police officers led by a Black officer who proceeds to interrogate Posobiec and demand his ID. The reasons for detaining and searching Posobiec ranged from  holding a sign , a bogus claim of  threatening the president  by just being there, holding a can of Monster and an implied statement that he was annoying Black people with his demonstration.Here is a video of Jack protesting. It appears the only people offended by his protest are Obama s US Park Police. You can see the initial encounter with the US Park police at the 10:28 mark:LIVE on #Periscope: Hillary Calls Blacks Superpredators At National African American Museum https://t.co/HGIS8zrcXV  Jack Posobiec   (@JackPosobiec) September 24, 2016The audio is difficult to hear at times, but the Black officer demands to know why Posobiec is protesting. He answers he is not protesting but is (garbled.)The Black officer says,  You can do that anywhere. You can do that on You Tube. You can do that on Twitter. Why are you here?  Posobiec s response is garbled.The Black officer then demands,  Do you have any weapons on you?  More back and forth and then the Black officer takes the Hillary sign from Polosiec and puts it on the ground and then orders his hands raised and put on his head and then to turn around.As the Black officer starts to search Polosiec he focuses on the photographer filming and orders his officers to search the photographer saying,  You okay? You wanna check him out too cuz he s like doing all the filming. Let s make sure he doesn t have anything on him. The Black officer orders the camera being taken out of the photographer s hands so he can be  properly  searched.The camera continues filming at ground level while police search and interrogate the photographer who after a while appears to sit down. Prosobiec can be seen a few feet away sitting down on the sidewalk being detained by officers.After eight minutes of being detained the Black officer says to Polosiec,  You are perfectly within your rights but I d advise you to (garbled) but if you come back (garbled,)  The lecture is hard to hear, but the Black officer claims he doesn t care about Polosiec s politics and warns him that someone might (attack) him over the sign and the that he  wouldn t come back to save you. You re free to go. The Black officer then walks over to the photographer to repeat the lecture, saying  It is not a wise move to do it here, but you can do it here. (Garbled) coming back possibly to save you. Alright? You want to go the White House or Lafayette Park if you re under 25 people that s not a problem you can still make the same statement people feel comfortable This particular venue is not a wise place. But you can do, alright you re free to go, alright? Posobiec then starts speaking to the camera that there were numerous Black Lives Matter protesters around who were not being detained by police.Posobiec vows to continue his protest at the location.This writer was a prolific conservative activist with the Washington, D.C.chapter of FreeRepublic.com during the Clinton and Bush years and never witnessed or experienced any officer with federal or D.C. police agencies ask for ID or search a peaceful protester acting and dressed similarly to Prosobiec. The late FReeper Doctor Raoul Deming would wear masks and costumes to protest Bill and Hillary Clinton and was never searched or had ID demanded in D.C. over the course of hundreds of protests.In fact D.C. has some of the most lenient laws for protesters that allow spontaneous street demonstrations that block traffic where arrests can be made only after three prolonged warnings.Prosobiec was in a public place, not blocking traffic, and was not acting belligerent or threatening. He was exercising his First Amendment rights but as the officer implied because his audience was Black people, he should take his protest elsewhere like the White House of Lafayette Park (same thing, really, as a protest locale.)via: Gateway Pundit",1
" Trump Has Planted Spies To Ensure His Cabinet’s Loyalty – What He’s Calling Them Is TERRIFYING It s hard not to wonder just how paranoid and/or dictatorial Trump really is. One would think that, since he s the one appointing his cabinet, that he d be able to trust those secretaries to do their jobs according to how he wants them done. Apparently, though, that s not the case. Trump is so ridiculous that he s appointed many White House aides whose jobs are specifically to spy on the cabinet secretaries.All of these people have the title of  senior White House adviser,  and their offices are very close to their secretaries  offices. The point literally seems to be ensuring the cabinet secretaries  loyalty to Trump, seeing as how they report to the Office of Cabinet Affairs and not to the secretaries.But that s not all. That would be bad enough, but the White House has names for some of them that aren t  senior White House adviser.  For instance, the officer who s spying on General Mattis over at the Department of Defense is literally called  the commissar.  That s a reference to Soviet-era Communist Party officials whose task was just to ensure their commanders  loyalty.These people are embedded in every agency from the Departments of Defense and Health and Human Services to the EPA, even to NASA. They are in constant contact with the White House.Obama, Bush and Clinton did not use this kind of spy method to ensure their cabinets did exactly as they were told.And that s nuts. But one former Trump adviser actually thinks this is smart, which just illustrates the level of paranoia and authoritarianism that has existed inside Trump s circles even before he was elected: Especially when you re starting a government and you have a changeover of parties when policies are going to be dramatically different, I think it s something that s smart. Somebody needs to be there as the White House s man on the scene. Because there s no senior staff yet, they re functioning as the White House s voice and ears in these departments. We guess the secretaries themselves just aren t good enough.The funny thing is that the Trump administration is all up in arms about  the deep state,  and the alleged  shadow government  that Obama s supposedly running to oppose Trump. Yet, they re creating their own shadow government with these  advisers  who are supposed to spy on leaders to make sure they remain properly loyal.If Trump can t trust even his own appointees to be loyal without spies like this, then he has no business running the U.S. government. But we already knew that, and this is just the latest thing to prove that Trump is trying to position himself as Supreme Overlord of the United States, or something.Featured image by Andrea Morales via Getty Images",0
"MN Taxpayers To Pay Rent For African Refugees While Visiting Homeland…Freeing Them From Financial Burden We re just wondering if the state of MN has ever considered giving US veterans the same consideration? Or is this an exclusive offer given to African refugees because they contribute so much to our economy or wait do they? In the USA, 91.4% of Muslim  refugees  are on food stamps and 68.3% are taking Cash Welfare. Here s a chart to show how much refugees are contributing to the overall economy. Via: Senator Jeff SessionsThe Minneapolis Housing Authority passed legislation this week that will allow migrants to skip their monthly rent in Minnesota when they travel back home to East Africa.The move was sought by local East African immigrants. Immigrants traveling for 30 to 90 days could apply for a hardship which will reduce their rent to $75 a month while they are gone. The Star Tribune reported:Public housing residents in Minneapolis will no longer need to pay their normal monthly rent when travel abroad erases their income, a change particularly sought by East African immigrants.The board of the Minneapolis Public Housing Authority approved this week reverting to its previous policy of collecting only minimal rent during extended absences. The change takes effect once approved by federal housing officials, which is expected by year s end.Abdi Warsame, a City Council member, told the board that the policy in place for the past five years works a particular hardship on elderly East Africans who must save for long periods if they want to visit their homelands. He said that many receive federal Supplemental Security Income, which is halted when the recipient is outside the United States.Yet the policy required people to keep paying rent, which is income-based. Travelers gone for 30 to 90 days could apply for a hardship, which meant that they paid the minimum $75 monthly rent during their absence, but were required to make up the difference between that and their normal rent over the next year or two.  GP",0
"Exposed: The US is an Oligarchy Ruled by Billionaires and Dictators  Eric Zuesse Off GuardianEven for the post of U.S. President, the preferences of the American people have only a marginal, if any, impact upon the selection of the person to occupy that post.In Colorado s Republican race to win delegates to the Republican National Convention for selecting the Republican Presidential nominee, there was no primary, and there was no caucus.As the Republican magazine National Review headlined on April 11th, attempting to justify what a Republican wag had just headlined as  Cruz Celebrates Voterless Win : Donald Trump Laid a Colorado Goose Egg because He Was Disorganized and Amateurish. Their argument (since they campaign for any Republican but Trump) was: he lost  because he was disorganized and amateurish  not because he had been cheated by the Party-hierarchy.National Review explained that in the process which had been set up by the Colorado Republican Party (it s set up by each individual state s Republican Party, not by the National Republican Party),  delegates to the national convention would be selected at congressional-district conventions and the Republican s [sic] state convention , and this was done in order to give Colorado s delegates more flexibility,  not done in order to require delegates to reflect the Republican (or any other) electorate in Colorado (since NR doesn t like even its own Party s electorate).This was the explanation that was provided by that magazine, which backs Cruz, and which has been campaigning ferociously against Trump.  Their article was built upon, and extensively quoted, the justifications put forth by one particular Cruz delegate, who said, The grassroots made the decision that Ted Cruz was the best candidate for us, and the grassroots made the decision to come out for Cruz and absolutely swept the table. He called it  our caucus system.  Whatever it was, it shut out all rank-and-file Republican voters, and left everything to people like himself, who could afford to do this: You have to put in the work, you have to put in the effort, and you have to do it months ahead of time. In other words: only Republican Party activists in Colorado could participate in selecting the delegates who would participate in selecting the Republican nominee. No one else was allowed to.  Their conception of the Colorado Republican Party is that it s only the Party s activists; and, if you re not a Republican activist, you have no say.It s as if to say:Only people who work in the government can have a say in how the government is to be run.  It s for insiders only and, of course, indirectly it s for whomever pays those insiders and so enables them to  put in the work  to participate.National Public Radio had a different take on this matter.  Steve Inskeep headlined there GOP Delegate: Trump Primary Wins  Absolutely Irrelevant  At Convention.  He interviewed Curly Haughland, a member of the Republican National Committee who lives in North Dakota, and who said: No matter what the popular belief might be,   there is no connection between primaries and the actual convention. Well, that s putting it rather bluntly. Haughland also said: Cited the GOP s convention Rules 37 and 38. He interprets these convoluted rules to mean that delegates may  vote their conscience.  The rules do not explicitly say this. Rule 37 is a detailed explanation of the procedure for roll-call votes. However, Rule 38 does say that no delegate may be  bound  by the  unit rule, meaning that delegates from a state can t all be forced to vote the same way. Another of Haughland s points is indisputable: When the convention convenes,  he said,  the delegates adopt their own rules, which haven t been adopted yet.  There is a standard template for conventions, but delegates could tweak the template, changing the game in any way that they want. In other words: the National Republican Committee says that all of the delegates to the Republican National Convention are allowed to  tweak the template, changing the game in any way that they want. So: the delegates at that Convention won t actually be representing anyone but themselves there. They are entirely free to push for anyone whom they personally want to win the Republican U.S. Presidential nomination.They re not bound, not even on the first ballot. They might pretend to be, if they feel a need to put on a show that looks  democratic , but any who don t feel the need to make such a pretense, can do whatever they want on the first ballot, just like on any successive ballot. They are free; all of them are free. It s only the electorate who aren t   they re not represented, at all.What about on the Democratic side?  Wyoming had held its Democratic Party caucuses on April 9, and there really were caucuses.  Two days later, CNN headlined Wyoming Democratic Caucuses: Bernie Sanders Picks Up Another Win , and reported: Bernie Sanders won the Wyoming Democratic caucuses Saturday, providing his campaign with one more jolt of momentum before the race against Hillary Clinton heads east. Even so, he made no gains in Clinton s delegate lead, as each earned seven delegates as a result.    On April 12th a youtube video was posted, MSNBC Morning Host Admits The  Whole Voting System Is Rigged  After Bernie Get s Cheated! Here the co-hosts had a conversation about the results:  Sanders beat Hillary Clinton by twelve points, 56 to 44,   He wins by twelve points.  The accompanying image showed the delegate-count, in this contest that Sanders had won by 56% to 44%:  18 total.  Hillary Clinton 11, Bernie Sanders 7.  It wasn t 7 to 7, after all.Though Sanders had outscored Clinton by 12%, it was worse than even-steven for him; he had actually lost by 11 delegates to 7 delegates.  This system is so rigged!  said one host.  There s absolutely no reason any of those people voted,  said the other.A Hillary Clinton supporter was the  expert  on the panel, and he said,  It s not rigged. These are the rules.  He wasn t given time to explain that fine point   or how  the rules  were necessarily  not rigged. Also on April 12th, Public Radio International s Todd Zwillich headlined (falsely), Six Reasons Bernie Sanders Won Wyoming, But Still Tied in the Delegate Race , and Zwillig failed to explain that word  Tied.  He opened:  How, many of you ask, could Bernie have won Wyoming 56 percent to Hillary s 44 percent, but still split the delegates with her 50-50?  Then, he repeated that there had supposedly been  The 7-7 split,  but he also said  Wyoming has a total of 18 delegates  (which obviously isn tthe sum of 7+7) and he was also likewise incoherent, all the way through.Maybe  the rules  in the Wyoming Democratic Party are like that; but, whatever they are, is so convoluted, America s news-media couldn t explain what they were, much less were they able to argue persuasively that this was somehow a democracy.The only thing that s clear is that the electoral system in the United States is so convoluted, so complex and so different from state to state and party to party, that whatever the intent of the writers of America s Constitution might have been, the system as it is today, can be successfully gamed and won only by interests who can afford to spend whatever billions of dollars are necessary in order to win. It s certainly anything but democratic.Right now, according to RealClear Politics, there are only two Presidential candidates who are shown repeatedly, and almost consistently, to be preferred by the majority of the U.S. electorate: the Democrat Bernie Sanders is strongly preferred over the Republicans Trump and Cruz, and he is barely preferred over the Republican Kasich; and the Republican Kasich is strongly preferred over the Democrat Clinton.  (Clinton loses strongly to Kasich and barely beats Cruz, while Trump is the weakest general-election candidate of all.)The strongest general-election candidates are, clearly, Sanders in the Democratic Party, and Kasich in the Republican Party. In a democracy, those would be the candidates. Throughout the contest thus far, neither of these two has been favored likely to win his respective Party s nomination, much less the Presidency.Whatever America is, it isn t a democracy   a one-person-one-vote majority-rule republic. In fact, the only scientific study that has ever been done of the U.S. political system, finds that it s no  democracy  at all, but instead an  oligarchy, a nation ruled by its aristocracy, its billionaires.It represents them, not the citizenry. That might not be the theory, but empirically it is the fact. An oligarchy is the commonest type of dictatorship, and it certainly is never a  benevolent dictatorship,  even if that phrase is not an oxymoron in itself.To sum up: the U.S. is ruled by and for the corrupters. It has been like that since at least 1980.***Investigative historian Eric Zuesse is the author, most recently, of  They re Not Even Close: The Democratic vs. Republican Economic Records, 1910-2010, and of  CHRIST S VENTRILOQUISTS: The Event that Created Christianity.READ MORE US ELECTION NEWS AT: 21st Century Wire 2016 Election Files",1
" Conservative Convicted Of Trying To Assassinate Obama With A Slingshot — Yes, A Slingshot (SCREENSHOTS) A Wisconsin man who believed it to be his  CONSTITUTIONAL DUTY  to kill the President was convicted last week of two counts of threatening Barack Obama. After four hours of deliberations, a jury of seven men and five women found 55-year-old Brian Dennis Dutcher guilty of writing a Facebook comment about assassinating the President upon learning of an upcoming visit, and of telling a security guard he would shoot Obama the day before POTUS  arrival in Tomah.In comments under a Facebook post in which he informed people that  all members of the fed gov have targets on their foreheads,  and that they should be shot on sight, Dutcher gleefully remarked that  the upsurper is coming HERE. saving me a 800 mile trip.  Dutcher explained that he planned to kill the President so his daughter can  live free. That s it! Thursday I will be in La Crosse. Hopefully I will get a clear shot at the pretend president,  he said in another post that was deleted before we had a chance to snag a screenshot in June.  Killing him is our CONSTITUTIONAL DUTY! In numerous other posts, Dutcher discussed killing the President, even expressing a desire for the Secret Service to  step out of the way long enough for someone    like him    to take the shot  so the President could be  exucuted.   Dutcher also said that he had a stockpile of fully automatic weapons and ammunitions, as well as plastic explosives, mortars, and other things that would make any NRA member s pants tighten a bit.With all that heavy equipment, it was shocking that Dutcher was arrested with After Tough Guy s arrest on July 2, Dutcher told Secret Service that he meant what he said, and he absolutely intended to use the slingshot to kill the  usurper. Dutch  was detained for 24 hours at a mental health facility in La Crosse, where he threatened the staff and accused them of   helping the tyrant.  He was then moved to Dane County Jail. He said he was very accurate with a slingshot,  Secret Service Special Agent Jeffrey Ferris testified.  His true intention was to circumvent security and figure out how to shoot (Obama) with a slingshot.  Dutcher told police that he had hunted animals with the slingshot and that he could kill a human with it. He also referenced the Biblical story of David and Goliath, with Obama apparently being the latter in the tale.Dennis the Menace Dutcher is due to be sentenced for his crimes in March. He faces up to five years in prison for each count, so he may have a long time to sit in the corner and think about what he did.Featured image via Wisconsin State Journal/Wikimedia Commons",1
TOMI LAHREN: “AFTER 8 YEARS…We were part of a different march…we marched into the voting booth to vote for TRUMP!” [Video]  ,1
" Fmr. DNI James Clapper: Trump’s Russia Scandal Is Worse Than Watergate (VIDEO) James Clapper was the Director of National Intelligence during the Obama Administration. He has been interviewed many times over the Trump Administration s troubles with Russia and his latest statement is sure to make the Trump White House furious   that s to say nothing of how Donald Trump himself will react when he gets wind of these comments.During remarks he was making at Australia s National Press Club, Clapper said of Trump s scandal-ridden White House: I lived through Watergate. It was a scary time, I have to say though that I think, you know, compare the two, that Watergate pales in my view compared to what we re confronting now. Apparently, Clapper continued to go all in on Trump, as Australian reporter Paul Karp tweeted out the contents of what Clapper was saying:Clapper is absolutely shirtfronting Trump at #NPC #auspol pic.twitter.com/avN2VxKlOR  Paul Karp (@Paul_Karp) June 7, 2017This is not the first time Clapper has openly spoken of Trump with contempt; in fact, he recently suggested to Jake Tapper, host of the CNN news shows The Lead and State of the Union, that Trump is a threat to the very fabric of the republic, saying: I think in many ways our institutions are under assault both externally and that s the big news here is the Russian interference in our election system and I think as well our institutions are under assault internally. When Tapper pressed Clapper about what he meant about the institutional danger from the inside, Clapper said he meant Trump.Of course, Clapper is correct. Donald Trump makes Richard Nixon look like a boy scout. There has never been such an assault on our Republic from within the very top levels of government, and certainly we ve never had a president who was in the pocket of the Russians the way Trump is. No, this is far, far worse than Watergate, and that is why we must find a way to remove the entire Trump Administration from office as soon as possible.Watch Clapper s remarks below:Featured image via Olivier Douliery-Pool/Getty Images",1
"Episode #6 – DRIVE BY WIRE: ‘Syria WMD Redux?’ (Part 1) MEMBERS can join co-hosts Patrick Henningsen and Shawn Helton for the full version of this episode of DRIVE BY WIRE  at 21WIRE.TV EPISODE #6  Here is Part 1 of this special emergency installment of DRIVE BY WIRE with Patrick Henningsen and Shawn Helton. This is an urgent discussion on this week s alleged  chemical weapons  attack in Idlib, Syria   which the US and Donald Trump have automatically blamed on the Syrian government and  Bashar al Assad.  Is this a dangerous precedent?NOTE: This segment was filmed the day before Trump launched a missile strike against Syria . SUPPORT OUR WORK  SUBSCRIBE & BECOME A MEMBER @21WIRE.TVREAD MORE SYRIA NEWS AT: 21st Century Wire Syria Files",1
"Georgia Teachers Fired for Pro-Trump Comments The DeKalb County Georgia School Superintendent, Stephen Green, has issued a warning to all teachers against making statements in support of President Donald Trump or his policies.  Since the warning was given, two teachers have already been forced to tender their resignation.Via World Net Daily: Green is now taking it a step further, warning teachers not to inject their personal beliefs into the classroom if they line up with those of the president of the United States.Green told a local newspaper, the Champion, that his Jan. 30 statement sought to grant students assurance that DeKalb County Schools officials remain committed to being  culturally responsive, diverse and supportive  of DeKalb County s immigrant population. Our schools will be safe places for learning and teaching,  he wrote in the statement.  We will not tolerate any form of bullying or discrimination on or off district property that interferes with learning or the rights of others. Apparently teaching jobs in some Georgia public schools now include furthering the superintendent s personal political views.(Source: The Gateway Pundit)",0
"NUTTY LEFTY Breaks Into TRUMP’S Mar-A-Lago Club…Vandalizes With Bananas PALM BEACH, Fla. (AP)   A woman is being charged with sneaking onto President Donald Trump s private Mar-a-Lago club shortly before his inauguration and smearing bananas on cars.Palm Beach, Florida, police say in a report released Monday that 48-year-old Kelly Weidman also typed a profanity about Trump on a Mar-a-Lago computer and moved outside some ballroom balloons a few hours before Trump was sworn-in Friday.She was confronted by security guards, who called police. She allegedly told officers she wanted to be arrested because no one was paying attention to her claim of being cyber attacked. She was charged with misdemeanor trespassing and released.Because Trump wasn t at the ritzy club, the Secret Service wasn t involved.No one answered a phone number listed for Weidman on Monday and court records didn t list an attorney.VIA: WPTV",0
"WATCH: CHEROKEE PEOPLE Express Disgust Over “Lying” Elizabeth Warren Faking “Native American Heritage” To Get Prestigious Law Professor Job Oh look Hillary s considering a lying, opportunist, Democrat politician with a vagina as her running mate. It all makes perfect sense if you consider that Hillary s thinking ahead, and that if anything happened to her she wants to make sure she has someone with the same morals and ethics to fill her corrupt shoes In Warren s book  A Fighting Chance,  Massachusetts Democratic senator and potential vice presidential candidate Elizabeth Warren attempts to rewrite history regarding the controversy surrounding her  Native American  ancestry that emerged in the 2012 Senate campaign. What s remarkable is that, at least in the initial book reviews, the press largely allows her to get away with it. In fact, it s virtually ignored that to this day Warren still refuses to release any law school records that may shed light on this controversy.To be fair, most reviews note that Warren has never substantiated her claims of Native American heritage, which is true. The larger and unaddressed issue, however, is whether or not Warren falsely claimed minority status in order to gain an unfair advantage in her academic career. This was a question that was unresolved at the end of the 2012 campaign and it remains unresolved with the publication of Warren s book.Watch Cherokee people from ND tell how they feel about Lying Elizabeth using phony  Native American  status to gain an advantage in obtaining a job:First, what s perhaps most notable about Warren s book is that she even includes a section called  Native American,  in which she reportedly writes,  Everyone on our mother s side   aunts, uncles, and grandparents   talked openly about their Native American ancestry. My brothers and I grew up on stories about our grandfather building one-room schoolhouses and about our grandparents  courtship and their early lives together in Indian Territory. This is ironic because, until the Boston Herald first broke the news in April 2012 that Harvard Law School had repeatedly promoted Warren as a Native American faculty member, Warren never once mentioned these stories of her upbringing in a single press interview, speech, class lecture or testimony at any point, ever, in her decades-long career. What s more, Warren was not listed as a minority on her transcript from George Washington University where she began her undergraduate education, nor did she list herself as a minority when applying to Rutgers University Law School in 1973.In fact, it was not until she was in her 30s and focused on climbing the highly competitive ladder of law school academia that Warren apparently rediscovered her Native American heritage. It s important to note that entrance and advancement in the law school profession is governed by the Association of American Law Schools, which requires registrants interested in teaching at law schools to fill out a questionnaire detailing their education, experience, bar passage and, yes, ethnicity. This information is then disseminated to law schools around the country that, as Warren surely knew, are always on the lookout to add to the diversity of their faculty.A copy of Warren s questionnaire currently resides in the Association of American Law Schools archives at the University of Illinois at Urbana-Champaign. However, only Warren herself has the authority to release the complete copy of her questionnaire and to date, she has refused to do so.Watch Warren stonewalling the press over her phony  Native American  status and double down on her refusal to clear the record and release the copy of her questionnaire: Her opposition to such transparency can perhaps be understood in the documented fact that in the years thereafter, starting in 1986, Warren began self-reporting herself as a  minority professor  in the Association of American Law Schools staff directory that lists all law school professors around the country. As the former association chairman told the Boston Herald, the directory once served a tip sheet for law school administrators, in the pre-Internet days, who were looking to identify and recruit minority professors.Remarkably, Warren s explanation to the Boston Herald was that she listed herself as a minority in the hopes that she would be invited to a luncheon so she could meet  people who are like I am  and she stopped checking the box when that didn t happen. Perhaps it  didn t happen  because at no point, at any of the schools she attended or worked at, is there any evidence that Warren ever joined any Native American organizations on campus or in any way interacted with anyone in the Native American community.That did not however, stop Warren from continuing to self-report as a Native American minority. The New York Times reported in May 2012 that Warren was listed as a minority recipient of a teaching award years earlier at the University of Pennsylvania where she had advanced after teaching at several non-Ivy League law schools. Notably, Penn declined to explain to the Times why Warren was listed as a minority.From Penn, Warren moved on to Harvard Law School, where her Native American heritage was touted in multiple articles, including a Fordham Law Review piece that lauded her as Harvard Law s   first woman of color.  Even as recently as 2011, it appears Warren was listed as the lone Native American faculty member on the school s 2011  diversity report,  though like Penn, Harvard also refused to comment.Yet, when the Herald first broke the story in April 2012, Warren claimed she  had no idea  that Harvard had touted her Native American status and claimed she did not  recall  ever citing her Native American heritage when applying for a job. In the months afterward, Warren ducked, dodged and stonewalled subsequent questions, eventually wearing-out the press, and succeeded in winning an election without ever releasing any records that might substantiate those claims.Whether Warren falsely claimed to be a minority in order to game the system and advance her career is a question that goes to the heart of her honesty and integrity. It s also a question that will confront her if she ever seeks higher office. Via: US News",0
" WATCH: Pelosi Knows The Russians Have Something HUGE on Trump and He’ll Do Anything To Keep It Quiet So many questions have come up in the wake of James Comey s Senate testimony. House Minority Leader Nancy Pelosi is again asking the harsh but necessary question,  What do the Russians have on Donald Trump? Pretty much everyone is in agreement that Thursday s testimony by James Comey was totally devastating for Trump. Even Trump s buddies over at Fox News are admitting it was  very damaging for the president. By far the most incriminating statement made by Comey was that he couldn t  remember any conversations with the president about the Russia election. The fact the Russia attempted to control the outcome of the U.S. presidential election is indisputable at this point. What s curious is that Trump had no interest in the fact that our democracy was attacked and how we remain susceptible to attacks in the future.This total lack of concern for foreign election hijack prompted Pelsoi in a press conference on Friday to ask some critical questions. So again I ask the question, What do the Russians have on Donald Trump   politically, personally, or financially   that he just won t go to that place and instead enshrines them, sings and dances to their tune. And Republicans in Congress have been resistant to finding it   have resisted finding out the truth. So I think there are other remedies that we can exhaust. I respect the opinion of those who think he should come. But I think we   if the Republicans in Congress would be more, shall we say, open to facts and the truth, we can learn a lot without the president coming here. Comey warned us on Thursday,  They re coming after America.  Why does that not concern or pique any interest from the president? See what Pelosi has to say about it:Photo by Drew Angerer/Getty Images",1
"TRUMP SOUNDED LIKE A CHOIR BOY Next To Hillary’s Foul-Mouthed, Abusive Rants: “Where’s the miserable c*ck sucker?”…and MORE Hillary Clinton has a long history of violence and abusing and men, women and security officers.Of course, you ll never see any of these quotes from the condescending former  First Witch  in the mainstream media, but that doesn t mean they didn t happen. Hillary has a reputation for having a vulgar potty mouth and a nasty disposition. Wouldn t it be nice if the GOP  leaders  cared as much about her negatives as an 11 year old Trump story.Here are a few of her more memorable lines: Where is the G-damn f**king flag? I want the G-damn f**king flag up every f**king morning at f**king sunrise.  (From the book  Inside The White House  by Ronald Kessler, p. 244   Hillary to the staff at the Arkansas Governor s mansion on Labor Day, 1991) You sold out, you mother f**ker! You sold out!  From the book  Inside  by Joseph Califano, p. 213   Hillary yelling at Democrat lawyer. Son of a b*tch!  (From the book  American Evita  by Christopher Anderson, p. 259   Hillary s opinion of President George W. Bush when she found out he secretly visited Iraq on Thanksgiving just days before her highly publicized trip.)F**k off! It s enough that I have to see you shit-kickers every day, I m not going to talk to you too!! Just do your G*damn job and keep your mouth shut.  (From the book  American Evita  by Christopher Anderson, p. 90   Hillary to her State Trooper bodyguards after one of them greeted her with  Good morning. You f**king idiot.  (From the book  Crossfire  p. 84   Hillary to a State Trooper who was driving her to an event.) If you want to remain on this detail, get your f**king ass over here and grab those bags!  (From the book  The First Partner  p. 259   Hillary to a Secret Service Agent who was reluctant to carry her luggage because he wanted to keep his hands free in case of an incident.) Get f**ked! Get the f**k out of my way!!! Get out of my face!!! (From the book  Hillary s Scheme  p. 89   Hillary s various comments to her Secret Service detail agents.) Stay the f**k back, stay the f**k away from me! Don t come within ten yards of me, or else! Just f**king do as I s ay, Okay!!!?  (From the book  Unlimited Access , by Clinton FBI Agent in Charge, Gary Aldrige, p. 139   Hillary screaming at her Secret Service detail.) Why do I have to keep proving to people that I am not a liar?! (From the book  The Survivor,  by John Harris, p. 382   Hillary in her 2000 Senate campaign) Where s the miserable c*ck sucker?  (From the book  The Truth About Hillary  by Edward Klein, p. 5   Hillary shouting at a Secret Service officer) Put this on the ground! I left my sunglasses in the limo. I need those sunglasses. We need to go back!  (From the book  Dereliction of Duty  p. 71-72   Hillary to Marine One helicopter pilot to turn back while en route to Air Force One.) Come on Bill, put your dick up! You can t f**k her here!!  (From the book  Inside The White House  by Ronald Kessler, p. 243   Hillary to Gov. Clinton when she spots him talking with an attractive female at an Arkansas political rally) You know, I m going to start thanking the woman who cleans the restroom in the building I work in. I m going to start thinking of her as a human being  -Hillary Clinton (From the book  The Case Against Hillary Clinton  by Peggy Noonan, p. 55) The only way to make a difference is to acquire power  (From the book  I ve Always Been A Yankee Fan  by Thomas D. Kuiper, p 68   Hillary to a friend before starting law school.)Trump talks smack with men. Hillary Clinton abuses people.Via: Gateway Pundit",0
"DEMOCRAT MOCKS AMERICANS For Believing ‘Climate Change’ Is Part Of Obamatrade: Two Weeks Later…Obama Announces ‘Climate Change’ Is Part of Obamatrade Not that it matters, but since it appears that no one has read the bill, it s probably not that unlikely that Democrat senator Ron Wyden misspoke In a speech on the Senate floor on May 22, Democratic senator Ron Wyden of Oregon ridiculed those who thought climate change regulation would be part of Obamatrade:We ve heard suggested, for example, that it s a backdoor route to immigration reform or action on climate change . My sense is that the rate these hypotheticals are going, you re bound to hear that a future president working on a trade deal might have second thoughts about the Louisiana purchase.But in an interview on NPR s Marketplace yesterday (June 3), President Obama said that enforcing climate change regulations will indeed be part of the Trans-Pacific Partnership, the Obamatrade pact that he is currently negotiating with Malaysia and 10 other countries. He said:If we want to solve something like climate change, which is one of my highest priorities, then I ve got to be able to get into places like Malaysia, and say to them, this is in your interest. What leverage do I have to get them to stop deforestation? Well part of the leverage is if I m in a trade relationship with them that allows me to raise standards.In December, Obama will negotiate a multi-country climate agreement in Paris. We already know from Obama s joint announcement with China that he will commit the United States to a huge reduction in carbon emissions of 26%-28% from 2005 levels, but he will let China, already a much larger carbon emitter, continue to expand its carbon emissions until 2030.Via: American Thinker",0
